datetime,latitude,longitude
2019-10-11 08:06:51,42.62636926,9.49265055
2019-10-11 08:06:58,42.62632832,9.49268107
2019-10-11 08:07:07,42.62628040,9.49270198
2019-10-11 08:07:14,42.62625468,9.49275488
2019-10-11 08:07:21,42.62621939,9.49280278
2019-10-11 08:07:29,42.62617570,9.49282702
2019-10-11 08:07:36,42.62613001,9.49286092
2019-10-11 08:07:41,42.62609157,9.49290149
2019-10-11 08:07:47,42.62604828,9.49293831
2019-10-11 08:07:54,42.62600095,9.49296847
2019-10-11 08:07:59,42.62595723,9.49299853
2019-10-11 08:08:05,42.62591539,9.49302400
2019-10-11 08:08:10,42.62586710,9.49306516
2019-10-11 08:08:13,42.62582163,9.49311156
2019-10-11 08:08:16,42.62576695,9.49316551
2019-10-11 08:08:18,42.62572162,9.49320851
2019-10-11 08:08:20,42.62566956,9.49324708
2019-10-11 08:08:22,42.62560837,9.49328300
2019-10-11 08:08:24,42.62554275,9.49332159
2019-10-11 08:08:26,42.62547091,9.49335886
2019-10-11 08:08:29,42.62535520,9.49342245
2019-10-11 08:08:31,42.62526262,9.49347293
2019-10-11 08:08:33,42.62518034,9.49353557
2019-10-11 08:08:35,42.62508178,9.49360701
2019-10-11 08:08:37,42.62497065,9.49368475
2019-10-11 08:08:39,42.62486626,9.49373493
2019-10-11 08:08:41,42.62475042,9.49379481
2019-10-11 08:08:43,42.62463395,9.49386286
2019-10-11 08:08:45,42.62451630,9.49391923
2019-10-11 08:08:49,42.62439834,9.49398238
2019-10-11 08:08:51,42.62417912,9.49410609
2019-10-11 08:08:53,42.62406301,9.49418147
2019-10-11 08:08:55,42.62394424,9.49425017
2019-10-11 08:08:57,42.62382299,9.49431509
2019-10-11 08:08:59,42.62369204,9.49438216
2019-10-11 08:09:01,42.62356979,9.49445632
2019-10-11 08:09:04,42.62344170,9.49452802
2019-10-11 08:09:06,42.62326147,9.49464064
2019-10-11 08:09:09,42.62312425,9.49469639
2019-10-11 08:09:11,42.62296883,9.49486820
2019-10-11 08:09:14,42.62273323,9.49496424
2019-10-11 08:09:16,42.62260767,9.49503947
2019-10-11 08:09:18,42.62244478,9.49507757
2019-10-11 08:09:20,42.62231348,9.49510671
2019-10-11 08:09:23,42.62217300,9.49513461
2019-10-11 08:09:26,42.62198023,9.49518484
2019-10-11 08:09:29,42.62185576,9.49523097
2019-10-11 08:09:32,42.62169416,9.49525379
2019-10-11 08:09:34,42.62161566,9.49532264
2019-10-11 08:09:36,42.62147253,9.49539948
2019-10-11 08:09:39,42.62135861,9.49542233
2019-10-11 08:09:41,42.62125706,9.49545413
2019-10-11 08:09:43,42.62107291,9.49549998
2019-10-11 08:09:46,42.62095660,9.49551748
2019-10-11 08:09:48,42.62078901,9.49554676
2019-10-11 08:09:50,42.62066659,9.49560729
2019-10-11 08:09:52,42.62059065,9.49564031
2019-10-11 08:09:55,42.62046533,9.49564614
2019-10-11 08:09:58,42.62030694,9.49565542
2019-10-11 08:10:01,42.62022431,9.49567707
2019-10-11 08:10:03,42.62017736,9.49570505
2019-10-11 08:10:06,42.62015702,9.49576465
2019-10-11 08:10:10,42.62011223,9.49579214
2019-10-11 08:10:14,42.62006660,9.49580467
2019-10-11 08:10:21,42.62001377,9.49582006
2019-10-11 08:10:25,42.61996836,9.49581872
2019-10-11 08:10:33,42.61992144,9.49580188
2019-10-11 08:10:42,42.61987528,9.49578844
2019-10-11 08:10:49,42.61982907,9.49578686
2019-10-11 08:10:56,42.61978603,9.49580786
2019-10-11 08:11:02,42.61974226,9.49582908
2019-10-11 08:11:09,42.61970373,9.49587020
2019-10-11 08:11:16,42.61967279,9.49592512
2019-10-11 08:11:22,42.61964607,9.49597879
2019-10-11 08:11:29,42.61962587,9.49604115
2019-10-11 08:11:36,42.61959825,9.49610087
2019-10-11 08:11:41,42.61957297,9.49615358
2019-10-11 08:11:47,42.61954430,9.49620898
2019-10-11 08:11:54,42.61950836,9.49625043
2019-10-11 08:12:03,42.61947653,9.49629933
2019-10-11 08:12:10,42.61943580,9.49633662
2019-10-11 08:12:16,42.61939334,9.49637410
2019-10-11 08:12:23,42.61935185,9.49640230
2019-10-11 08:12:30,42.61931807,9.49644367
2019-10-11 08:12:38,42.61928219,9.49649112
2019-10-11 08:12:44,42.61924310,9.49653505
2019-10-11 08:12:51,42.61919953,9.49657075
2019-10-11 08:12:59,42.61915470,9.49660056
2019-10-11 08:13:08,42.61910465,9.49661341
2019-10-11 08:13:15,42.61905815,9.49663604
2019-10-11 08:13:22,42.61901922,9.49667789
2019-10-11 08:13:32,42.61898491,9.49671998
2019-10-11 08:13:41,42.61893769,9.49673052
2019-10-11 08:13:50,42.61889577,9.49676189
2019-10-11 08:13:57,42.61884991,9.49678823
2019-10-11 08:14:04,42.61880146,9.49680926
2019-10-11 08:14:12,42.61875818,9.49683718
2019-10-11 08:14:19,42.61871057,9.49686452
2019-10-11 08:14:25,42.61866704,9.49688965
2019-10-11 08:14:31,42.61862216,9.49691227
2019-10-11 08:14:39,42.61857848,9.49693239
2019-10-11 08:14:52,42.61853512,9.49696766
2019-10-11 08:14:59,42.61850010,9.49701501
2019-10-11 08:15:05,42.61846591,9.49706039
2019-10-11 08:15:12,42.61842485,9.49710198
2019-10-11 08:15:18,42.61839577,9.49715253
2019-10-11 08:15:25,42.61835597,9.49718471
2019-10-11 08:15:34,42.61830934,9.49721217
2019-10-11 08:15:43,42.61825999,9.49722724
2019-10-11 08:15:52,42.61821640,9.49724894
2019-10-11 08:16:00,42.61818187,9.49729002
2019-10-11 08:16:07,42.61813620,9.49731837
2019-10-11 08:16:12,42.61809328,9.49734901
2019-10-11 08:16:17,42.61804529,9.49737638
2019-10-11 08:16:29,42.61800408,9.49740522
2019-10-11 08:16:34,42.61797110,9.49746191
2019-10-11 08:16:40,42.61793378,9.49751217
2019-10-11 08:16:45,42.61789999,9.49755973
2019-10-11 08:16:52,42.61786163,9.49760318
2019-10-11 08:17:02,42.61781476,9.49763165
2019-10-11 08:17:08,42.61778209,9.49768054
2019-10-11 08:17:16,42.61774732,9.49772905
2019-10-11 08:17:22,42.61771713,9.49777989
2019-10-11 08:17:28,42.61768501,9.49782260
2019-10-11 08:17:37,42.61765086,9.49787222
2019-10-11 08:17:42,42.61761055,9.49790513
2019-10-11 08:17:50,42.61757148,9.49794490
2019-10-11 08:17:57,42.61753479,9.49798770
2019-10-11 08:18:06,42.61751167,9.49804219
2019-10-11 08:18:14,42.61747968,9.49809654
2019-10-11 08:18:20,42.61743949,9.49813125
2019-10-11 08:18:28,42.61740260,9.49817965
2019-10-11 08:18:34,42.61736490,9.49822220
2019-10-11 08:18:40,42.61732707,9.49826211
2019-10-11 08:18:47,42.61729347,9.49830826
2019-10-11 08:18:54,42.61725536,9.49834348
2019-10-11 08:19:01,42.61721253,9.49837587
